date,region,product,category,units_sold,unit_price,revenue
2024-09-01,South,HM Joggers,Apparel,77,39.99,3079.23
2024-09-01,South,Uniqlo Hoodie,Apparel,39,59.99,2339.61
2024-09-01,South,Gap Chinos,Apparel,37,79.99,2959.63
2024-09-01,East,Nike Air Max,Footwear,200,149.99,29998.0
2024-09-01,East,Adidas Ultraboost,Footwear,151,189.99,28688.49
2024-09-01,East,Puma RS-X,Footwear,49,109.99,5389.51
2024-09-01,East,Reebok Classic,Footwear,79,89.99,7109.21
2024-09-01,East,New Balance 990,Footwear,82,174.99,14349.18
2024-09-01,East,Levis 501,Apparel,164,69.99,11478.36
2024-09-01,East,Zara Blazer,Apparel,63,129.99,8189.37
2024-09-01,East,HM Joggers,Apparel,193,39.99,7718.07
2024-09-01,East,Uniqlo Hoodie,Apparel,97,59.99,5819.03
2024-09-01,East,Gap Chinos,Apparel,62,79.99,4959.38
2024-09-01,West,Nike Air Max,Footwear,185,149.99,27748.15
2024-09-01,West,Adidas Ultraboost,Footwear,172,189.99,32678.28
2024-09-01,West,Puma RS-X,Footwear,77,109.99,8469.23
2024-09-01,West,Reebok Classic,Footwear,139,89.99,12508.61
2024-09-01,West,New Balance 990,Footwear,135,174.99,23623.65
2024-09-01,West,Levis 501,Apparel,74,69.99,5179.26
2024-09-01,West,Zara Blazer,Apparel,23,129.99,2989.77
2024-09-01,West,HM Joggers,Apparel,33,39.99,1319.67
2024-09-01,West,Uniqlo Hoodie,Apparel,172,59.99,10318.28
2024-09-01,West,Gap Chinos,Apparel,118,79.99,9438.82
2024-09-01,Central,Nike Air Max,Footwear,80,149.99,11999.2
2024-09-01,Central,Adidas Ultraboost,Footwear,21,189.99,3989.79
2024-09-01,Central,Puma RS-X,Footwear,10,109.99,1099.9
2024-09-01,Central,Reebok Classic,Footwear,95,89.99,8549.05
2024-09-01,Central,New Balance 990,Footwear,43,174.99,7524.57
2024-09-01,Central,Levis 501,Apparel,173,69.99,12108.27
2024-09-01,Central,Zara Blazer,Apparel,77,129.99,10009.23
2024-09-01,Central,HM Joggers,Apparel,51,39.99,2039.49
2024-09-01,Central,Uniqlo Hoodie,Apparel,199,59.99,11938.01
2024-09-01,Central,Gap Chinos,Apparel,123,79.99,9838.77
2024-10-01,North,Nike Air Max,Footwear,151,149.99,22648.49
2024-10-01,North,Adidas Ultraboost,Footwear,190,189.99,36098.1
2024-10-01,North,Puma RS-X,Footwear,119,109.99,13088.81
2024-10-01,North,Reebok Classic,Footwear,153,89.99,13768.47
2024-10-01,North,New Balance 990,Footwear,12,174.99,2099.88
2024-10-01,North,Levis 501,Apparel,38,69.99,2659.62
2024-10-01,North,Zara Blazer,Apparel,29,129.99,3769.71
2024-10-01,North,HM Joggers,Apparel,186,39.99,7438.14
2024-10-01,North,Uniqlo Hoodie,Apparel,48,59.99,2879.52
2024-10-01,North,Gap Chinos,Apparel,149,79.99,11918.51
2024-10-01,South,Nike Air Max,Footwear,19,149.99,2849.81
2024-10-01,South,Adidas Ultraboost,Footwear,104,189.99,19758.96
2024-10-01,South,Puma RS-X,Footwear,159,109.99,17488.41
2024-10-01,South,Reebok Classic,Footwear,151,89.99,13588.49
2024-10-01,South,New Balance 990,Footwear,47,174.99,8224.53
2024-10-01,South,Levis 501,Apparel,120,69.99,8398.8
2024-10-01,South,Zara Blazer,Apparel,42,129.99,5459.58
2024-10-01,South,HM Joggers,Apparel,20,39.99,799.8
2024-10-01,South,Uniqlo Hoodie,Apparel,88,59.99,5279.12
2024-10-01,South,Gap Chinos,Apparel,103,79.99,8238.97
2024-10-01,East,Nike Air Max,Footwear,20,149.99,2999.8
2024-10-01,East,Adidas Ultraboost,Footwear,101,189.99,19188.99
2024-10-01,East,Puma RS-X,Footwear,63,109.99,6929.37
2024-10-01,East,Reebok Classic,Footwear,184,89.99,16558.16
2024-10-01,East,New Balance 990,Footwear,73,174.99,12774.27
2024-10-01,East,Levis 501,Apparel,180,69.99,12598.2
2024-10-01,East,Zara Blazer,Apparel,36,129.99,4679.64
2024-10-01,East,HM Joggers,Apparel,100,39.99,3999.0
2024-10-01,East,Uniqlo Hoodie,Apparel,153,59.99,9178.47
2024-10-01,East,Gap Chinos,Apparel,114,79.99,9118.86
2024-10-01,West,Nike Air Max,Footwear,168,149.99,25198.32
2024-10-01,West,Adidas Ultraboost,Footwear,49,189.99,9309.51
2024-10-01,West,Puma RS-X,Footwear,70,109.99,7699.3
2024-10-01,West,Reebok Classic,Footwear,51,89.99,4589.49
2024-10-01,West,New Balance 990,Footwear,55,174.99,9624.45
2024-10-01,West,Levis 501,Apparel,115,69.99,8048.85
2024-10-01,West,Zara Blazer,Apparel,16,129.99,2079.84
2024-10-01,West,HM Joggers,Apparel,55,39.99,2199.45
2024-10-01,West,Uniqlo Hoodie,Apparel,198,59.99,11878.02
2024-10-01,West,Gap Chinos,Apparel,95,79.99,7599.05
2024-10-01,Central,Nike Air Max,Footwear,115,149.99,17248.85
2024-10-01,Central,Adidas Ultraboost,Footwear,181,189.99,34388.19
2024-10-01,Central,Puma RS-X,Footwear,198,109.99,21778.02
2024-10-01,Central,Reebok Classic,Footwear,73,89.99,6569.27
2024-10-01,Central,New Balance 990,Footwear,78,174.99,13649.22
2024-10-01,Central,Levis 501,Apparel,50,69.99,3499.5
2024-10-01,Central,Zara Blazer,Apparel,189,129.99,24568.11
2024-10-01,Central,HM Joggers,Apparel,37,39.99,1479.63
2024-10-01,Central,Uniqlo Hoodie,Apparel,107,59.99,6418.93
2024-10-01,Central,Gap Chinos,Apparel,19,79.99,1519.81
2024-11-01,North,Nike Air Max,Footwear,130,149.99,19498.7
2024-11-01,North,Adidas Ultraboost,Footwear,66,189.99,12539.34
2024-11-01,North,Puma RS-X,Footwear,61,109.99,6709.39
2024-11-01,North,Reebok Classic,Footwear,127,89.99,11428.73
2024-11-01,North,New Balance 990,Footwear,99,174.99,17324.01
2024-11-01,North,Levis 501,Apparel,88,69.99,6159.12
2024-11-01,North,Zara Blazer,Apparel,68,129.99,8839.32
2024-11-01,North,HM Joggers,Apparel,67,39.99,2679.33
2024-11-01,North,Uniqlo Hoodie,Apparel,16,59.99,959.84
2024-11-01,North,Gap Chinos,Apparel,178,79.99,14238.22
2024-11-01,South,Nike Air Max,Footwear,59,149.99,8849.41
2024-11-01,South,Adidas Ultraboost,Footwear,112,189.99,21278.88
2024-11-01,South,Puma RS-X,Footwear,94,109.99,10339.06
2024-11-01,South,Reebok Classic,Footwear,81,89.99,7289.19
2024-11-01,South,New Balance 990,Footwear,27,174.99,4724.73
2024-11-01,South,Levis 501,Apparel,81,69.99,5669.19
2024-11-01,South,Zara Blazer,Apparel,99,129.99,12869.01
2024-11-01,South,HM Joggers,Apparel,174,39.99,6958.26
2024-11-01,South,Uniqlo Hoodie,Apparel,140,59.99,8398.6
2024-11-01,South,Gap Chinos,Apparel,112,79.99,8958.88
2024-11-01,East,Nike Air Max,Footwear,183,149.99,27448.17
2024-11-01,East,Adidas Ultraboost,Footwear,147,189.99,27928.53
2024-11-01,East,Puma RS-X,Footwear,94,109.99,10339.06
2024-11-01,East,Reebok Classic,Footwear,17,89.99,1529.83
2024-11-01,East,New Balance 990,Footwear,39,174.99,6824.61
2024-11-01,East,Levis 501,Apparel,76,69.99,5319.24
2024-11-01,East,Zara Blazer,Apparel,55,129.99,7149.45
2024-11-01,East,HM Joggers,Apparel,158,39.99,6318.42
2024-11-01,East,Uniqlo Hoodie,Apparel,77,59.99,4619.23
2024-11-01,East,Gap Chinos,Apparel,19,79.99,1519.81
2024-11-01,West,Nike Air Max,Footwear,37,149.99,5549.63
2024-11-01,West,Adidas Ultraboost,Footwear,162,189.99,30778.38
2024-11-01,West,Puma RS-X,Footwear,121,109.99,13308.79
2024-11-01,West,Reebok Classic,Footwear,98,89.99,8819.02
2024-11-01,West,New Balance 990,Footwear,196,174.99,34298.04
2024-11-01,West,Levis 501,Apparel,90,69.99,6299.1
2024-11-01,West,Zara Blazer,Apparel,121,129.99,15728.79
2024-11-01,West,HM Joggers,Apparel,165,39.99,6598.35
2024-11-01,West,Uniqlo Hoodie,Apparel,140,59.99,8398.6
2024-11-01,West,Gap Chinos,Apparel,39,79.99,3119.61
2024-11-01,Central,Nike Air Max,Footwear,108,149.99,16198.92
2024-11-01,Central,Adidas Ultraboost,Footwear,157,189.99,29828.43
2024-11-01,Central,Puma RS-X,Footwear,58,109.99,6379.42
2024-11-01,Central,Reebok Classic,Footwear,75,89.99,6749.25
2024-11-01,Central,New Balance 990,Footwear,21,174.99,3674.79
2024-11-01,Central,Levis 501,Apparel,191,69.99,13368.09
2024-11-01,Central,Zara Blazer,Apparel,121,129.99,15728.79
2024-11-01,Central,HM Joggers,Apparel,10,39.99,399.9
2024-11-01,Central,Uniqlo Hoodie,Apparel,143,59.99,8578.57
2024-11-01,Central,Gap Chinos,Apparel,147,79.99,11758.53
2024-12-01,North,Nike Air Max,Footwear,185,149.99,27748.15
2024-12-01,North,Adidas Ultraboost,Footwear,194,189.99,36858.06
2024-12-01,North,Puma RS-X,Footwear,199,109.99,21888.01
2024-12-01,North,Reebok Classic,Footwear,198,89.99,17818.02
2024-12-01,North,New Balance 990,Footwear,181,174.99,31673.19
2024-12-01,North,Levis 501,Apparel,60,69.99,4199.4
2024-12-01,North,Zara Blazer,Apparel,103,129.99,13388.97
2024-12-01,North,HM Joggers,Apparel,120,39.99,4798.8
2024-12-01,North,Uniqlo Hoodie,Apparel,27,59.99,1619.73
2024-12-01,North,Gap Chinos,Apparel,180,79.99,14398.2
2024-12-01,South,Nike Air Max,Footwear,94,149.99,14099.06
2024-12-01,South,Adidas Ultraboost,Footwear,169,189.99,32108.31
2024-12-01,South,Puma RS-X,Footwear,90,109.99,9899.1
2024-12-01,South,Reebok Classic,Footwear,179,89.99,16108.21
2024-12-01,South,New Balance 990,Footwear,41,174.99,7174.59
2024-12-01,South,Levis 501,Apparel,194,69.99,13578.06
2024-12-01,South,Zara Blazer,Apparel,86,129.99,11179.14
2024-12-01,South,HM Joggers,Apparel,139,39.99,5558.61
2024-12-01,South,Uniqlo Hoodie,Apparel,89,59.99,5339.11
2024-12-01,South,Gap Chinos,Apparel,180,79.99,14398.2
2024-12-01,East,Nike Air Max,Footwear,114,149.99,17098.86
2024-12-01,East,Adidas Ultraboost,Footwear,93,189.99,17669.07
2024-12-01,East,Puma RS-X,Footwear,113,109.99,12428.87
2024-12-01,East,Reebok Classic,Footwear,188,89.99,16918.12
2024-12-01,East,New Balance 990,Footwear,85,174.99,14874.15
2024-12-01,East,Levis 501,Apparel,151,69.99,10568.49
2024-12-01,East,Zara Blazer,Apparel,42,129.99,5459.58
2024-12-01,East,HM Joggers,Apparel,59,39.99,2359.41
2024-12-01,East,Uniqlo Hoodie,Apparel,117,59.99,7018.83
2024-12-01,East,Gap Chinos,Apparel,180,79.99,14398.2
2024-12-01,West,Nike Air Max,Footwear,107,149.99,16048.93
2024-12-01,West,Adidas Ultraboost,Footwear,183,189.99,34768.17
2024-12-01,West,Puma RS-X,Footwear,54,109.99,5939.46
2024-12-01,West,Reebok Classic,Footwear,167,89.99,15028.33
2024-12-01,West,New Balance 990,Footwear,155,174.99,27123.45
2024-12-01,West,Levis 501,Apparel,87,69.99,6089.13
2024-12-01,West,Zara Blazer,Apparel,113,129.99,14688.87
2024-12-01,West,HM Joggers,Apparel,150,39.99,5998.5
2024-12-01,West,Uniqlo Hoodie,Apparel,10,59.99,599.9
2024-12-01,West,Gap Chinos,Apparel,87,79.99,6959.13
2024-12-01,Central,Nike Air Max,Footwear,83,149.99,12449.17
2024-12-01,Central,Adidas Ultraboost,Footwear,63,189.99,11969.37
2024-12-01,Central,Puma RS-X,Footwear,120,109.99,13198.8
2024-12-01,Central,Reebok Classic,Footwear,158,89.99,14218.42
2024-12-01,Central,New Balance 990,Footwear,165,174.99,28873.35
2024-12-01,Central,Levis 501,Apparel,177,69.99,12388.23
2024-12-01,Central,Zara Blazer,Apparel,92,129.99,11959.08
2024-12-01,Central,HM Joggers,Apparel,129,39.99,5158.71
2024-12-01,Central,Uniqlo Hoodie,Apparel,123,59.99,7378.77
2024-12-01,Central,Gap Chinos,Apparel,123,79.99,9838.77
2025-01-01,North,Nike Air Max,Footwear,182,149.99,27298.18
2025-01-01,North,Adidas Ultraboost,Footwear,64,189.99,12159.36
2025-01-01,North,Puma RS-X,Footwear,140,109.99,15398.6
2025-01-01,North,Reebok Classic,Footwear,131,89.99,11788.69
2025-01-01,North,New Balance 990,Footwear,198,174.99,34648.02
2025-01-01,North,Levis 501,Apparel,53,69.99,3709.47
2025-01-01,North,Zara Blazer,Apparel,178,129.99,23138.22
2025-01-01,North,HM Joggers,Apparel,31,39.99,1239.69
2025-01-01,North,Uniqlo Hoodie,Apparel,82,59.99,4919.18
2025-01-01,North,Gap Chinos,Apparel,141,79.99,11278.59
2025-01-01,South,Nike Air Max,Footwear,179,149.99,26848.21
2025-01-01,South,Adidas Ultraboost,Footwear,172,189.99,32678.28
2025-01-01,South,Puma RS-X,Footwear,168,109.99,18478.32
2025-01-01,South,Reebok Classic,Footwear,95,89.99,8549.05
2025-01-01,South,New Balance 990,Footwear,33,174.99,5774.67
2025-01-01,South,Levis 501,Apparel,70,69.99,4899.3
2025-01-01,South,Zara Blazer,Apparel,182,129.99,23658.18
2025-01-01,South,HM Joggers,Apparel,89,39.99,3559.11
2025-01-01,South,Uniqlo Hoodie,Apparel,67,59.99,4019.33
2025-01-01,South,Gap Chinos,Apparel,60,79.99,4799.4
2025-01-01,East,Nike Air Max,Footwear,47,149.99,7049.53
2025-01-01,East,Adidas Ultraboost,Footwear,16,189.99,3039.84
2025-01-01,East,Puma RS-X,Footwear,21,109.99,2309.79
2025-01-01,East,Reebok Classic,Footwear,72,89.99,6479.28
2025-01-01,East,New Balance 990,Footwear,131,174.99,22923.69
2025-01-01,East,Levis 501,Apparel,166,69.99,11618.34
2025-01-01,East,Zara Blazer,Apparel,28,129.99,3639.72
2025-01-01,East,HM Joggers,Apparel,126,39.99,5038.74
2025-01-01,East,Uniqlo Hoodie,Apparel,116,59.99,6958.84
2025-01-01,East,Gap Chinos,Apparel,171,79.99,13678.29
2025-01-01,West,Nike Air Max,Footwear,157,149.99,23548.43
2025-01-01,West,Adidas Ultraboost,Footwear,59,189.99,11209.41
2025-01-01,West,Puma RS-X,Footwear,193,109.99,21228.07
2025-01-01,West,Reebok Classic,Footwear,188,89.99,16918.12
2025-01-01,West,New Balance 990,Footwear,108,174.99,18898.92
2025-01-01,West,Levis 501,Apparel,136,69.99,9518.64
2025-01-01,West,Zara Blazer,Apparel,112,129.99,14558.88
2025-01-01,West,HM Joggers,Apparel,72,39.99,2879.28
2025-01-01,West,Uniqlo Hoodie,Apparel,47,59.99,2819.53
2025-01-01,West,Gap Chinos,Apparel,177,79.99,14158.23
2025-01-01,Central,Nike Air Max,Footwear,186,149.99,27898.14
2025-01-01,Central,Adidas Ultraboost,Footwear,11,189.99,2089.89
2025-01-01,Central,Puma RS-X,Footwear,37,109.99,4069.63
2025-01-01,Central,Reebok Classic,Footwear,118,89.99,10618.82
2025-01-01,Central,New Balance 990,Footwear,66,174.99,11549.34
2025-01-01,Central,Levis 501,Apparel,55,69.99,3849.45
2025-01-01,Central,Zara Blazer,Apparel,188,129.99,24438.12
2025-01-01,Central,HM Joggers,Apparel,142,39.99,5678.58
2025-01-01,Central,Uniqlo Hoodie,Apparel,128,59.99,7678.72
2025-01-01,Central,Gap Chinos,Apparel,22,79.99,1759.78
2025-02-01,North,Nike Air Max,Footwear,152,149.99,22798.48
2025-02-01,North,Adidas Ultraboost,Footwear,73,189.99,13869.27
2025-02-01,North,Puma RS-X,Footwear,41,109.99,4509.59
2025-02-01,North,Reebok Classic,Footwear,126,89.99,11338.74
2025-02-01,North,New Balance 990,Footwear,44,174.99,7699.56
2025-02-01,North,Levis 501,Apparel,128,69.99,8958.72
2025-02-01,North,Zara Blazer,Apparel,180,129.99,23398.2
2025-02-01,North,HM Joggers,Apparel,145,39.99,5798.55
2025-02-01,North,Uniqlo Hoodie,Apparel,153,59.99,9178.47
2025-02-01,North,Gap Chinos,Apparel,162,79.99,12958.38
2025-02-01,South,Nike Air Max,Footwear,91,149.99,13649.09
2025-02-01,South,Adidas Ultraboost,Footwear,123,189.99,23368.77
2025-02-01,South,Puma RS-X,Footwear,166,109.99,18258.34
2025-02-01,South,Reebok Classic,Footwear,194,89.99,17458.06
2025-02-01,South,New Balance 990,Footwear,139,174.99,24323.61
2025-02-01,South,Levis 501,Apparel,119,69.99,8328.81
2025-02-01,South,Zara Blazer,Apparel,150,129.99,19498.5
2025-02-01,South,HM Joggers,Apparel,124,39.99,4958.76
2025-02-01,South,Uniqlo Hoodie,Apparel,50,59.99,2999.5
2025-02-01,South,Gap Chinos,Apparel,200,79.99,15998.0
2025-02-01,East,Nike Air Max,Footwear,131,149.99,19648.69
2025-02-01,East,Adidas Ultraboost,Footwear,125,189.99,23748.75
2025-02-01,East,Puma RS-X,Footwear,76,109.99,8359.24
2025-02-01,East,Reebok Classic,Footwear,73,89.99,6569.27
2025-02-01,East,New Balance 990,Footwear,173,174.99,30273.27
2025-02-01,East,Levis 501,Apparel,80,69.99,5599.2
2025-02-01,East,Zara Blazer,Apparel,143,129.99,18588.57
2025-02-01,East,HM Joggers,Apparel,134,39.99,5358.66
2025-02-01,East,Uniqlo Hoodie,Apparel,170,59.99,10198.3
2025-02-01,East,Gap Chinos,Apparel,71,79.99,5679.29
2025-02-01,West,Nike Air Max,Footwear,80,149.99,11999.2
2025-02-01,West,Adidas Ultraboost,Footwear,122,189.99,23178.78
2025-02-01,West,Puma RS-X,Footwear,29,109.99,3189.71
2025-02-01,West,Reebok Classic,Footwear,192,89.99,17278.08
2025-02-01,West,New Balance 990,Footwear,83,174.99,14524.17
2025-02-01,West,Levis 501,Apparel,70,69.99,4899.3
2025-02-01,West,Zara Blazer,Apparel,79,129.99,10269.21
2025-02-01,West,HM Joggers,Apparel,95,39.99,3799.05
2025-02-01,West,Uniqlo Hoodie,Apparel,91,59.99,5459.09
2025-02-01,West,Gap Chinos,Apparel,148,79.99,11838.52
2025-02-01,Central,Nike Air Max,Footwear,30,149.99,4499.7
2025-02-01,Central,Adidas Ultraboost,Footwear,45,189.99,8549.55
2025-02-01,Central,Puma RS-X,Footwear,48,109.99,5279.52
2025-02-01,Central,Reebok Classic,Footwear,69,89.99,6209.31
2025-02-01,Central,New Balance 990,Footwear,108,174.99,18898.92
2025-02-01,Central,Levis 501,Apparel,187,69.99,13088.13
2025-02-01,Central,Zara Blazer,Apparel,49,129.99,6369.51
2025-02-01,Central,HM Joggers,Apparel,190,39.99,7598.1
2025-02-01,Central,Uniqlo Hoodie,Apparel,64,59.99,3839.36
2025-02-01,Central,Gap Chinos,Apparel,26,79.99,2079.74
2025-03-01,North,Nike Air Max,Footwear,116,149.99,17398.84
2025-03-01,North,Adidas Ultraboost,Footwear,114,189.99,21658.86
2025-03-01,North,Puma RS-X,Footwear,94,109.99,10339.06
2025-03-01,North,Reebok Classic,Footwear,148,89.99,13318.52
2025-03-01,North,New Balance 990,Footwear,129,174.99,22573.71
2025-03-01,North,Levis 501,Apparel,116,69.99,8118.84
2025-03-01,North,Zara Blazer,Apparel,25,129.99,3249.75
2025-03-01,North,HM Joggers,Apparel,62,39.99,2479.38
2025-03-01,North,Uniqlo Hoodie,Apparel,117,59.99,7018.83
2025-03-01,North,Gap Chinos,Apparel,109,79.99,8718.91
2025-03-01,South,Nike Air Max,Footwear,159,149.99,23848.41
2025-03-01,South,Adidas Ultraboost,Footwear,188,189.99,35718.12
2025-03-01,South,Puma RS-X,Footwear,15,109.99,1649.85
2025-03-01,South,Reebok Classic,Footwear,157,89.99,14128.43
2025-03-01,South,New Balance 990,Footwear,107,174.99,18723.93
2025-03-01,South,Levis 501,Apparel,132,69.99,9238.68
2025-03-01,South,Zara Blazer,Apparel,11,129.99,1429.89
2025-03-01,South,HM Joggers,Apparel,100,39.99,3999.0
2025-03-01,South,Uniqlo Hoodie,Apparel,86,59.99,5159.14
2025-03-01,South,Gap Chinos,Apparel,109,79.99,8718.91
2025-03-01,East,Nike Air Max,Footwear,117,149.99,17548.83
2025-03-01,East,Adidas Ultraboost,Footwear,147,189.99,27928.53
2025-03-01,East,Puma RS-X,Footwear,198,109.99,21778.02
2025-03-01,East,Reebok Classic,Footwear,149,89.99,13408.51
2025-03-01,East,New Balance 990,Footwear,164,174.99,28698.36
2025-03-01,East,Levis 501,Apparel,66,69.99,4619.34
2025-03-01,East,Zara Blazer,Apparel,134,129.99,17418.66
2025-03-01,East,HM Joggers,Apparel,66,39.99,2639.34
2025-03-01,East,Uniqlo Hoodie,Apparel,79,59.99,4739.21
2025-03-01,East,Gap Chinos,Apparel,121,79.99,9678.79
2025-03-01,West,Nike Air Max,Footwear,134,149.99,20098.66
2025-03-01,West,Adidas Ultraboost,Footwear,17,189.99,3229.83
2025-03-01,West,Puma RS-X,Footwear,109,109.99,11988.91
2025-03-01,West,Reebok Classic,Footwear,96,89.99,8639.04
2025-03-01,West,New Balance 990,Footwear,181,174.99,31673.19
2025-03-01,West,Levis 501,Apparel,183,69.99,12808.17
2025-03-01,West,Zara Blazer,Apparel,113,129.99,14688.87
2025-03-01,West,HM Joggers,Apparel,195,39.99,7798.05
2025-03-01,West,Uniqlo Hoodie,Apparel,52,59.99,3119.48
2025-03-01,West,Gap Chinos,Apparel,129,79.99,10318.71
2025-03-01,Central,Nike Air Max,Footwear,42,149.99,6299.58
2025-03-01,Central,Adidas Ultraboost,Footwear,169,189.99,32108.31
2025-03-01,Central,Puma RS-X,Footwear,146,109.99,16058.54
2025-03-01,Central,Reebok Classic,Footwear,16,89.99,1439.84
2025-03-01,Central,New Balance 990,Footwear,110,174.99,19248.9
2025-03-01,Central,Levis 501,Apparel,161,69.99,11268.39
2025-03-01,Central,Zara Blazer,Apparel,154,129.99,20018.46
2025-03-01,Central,HM Joggers,Apparel,179,39.99,7158.21
2025-03-01,Central,Uniqlo Hoodie,Apparel,16,59.99,959.84
2025-03-01,Central,Gap Chinos,Apparel,31,79.99,2479.69
2025-04-01,North,Nike Air Max,Footwear,174,149.99,26098.26
2025-04-01,North,Adidas Ultraboost,Footwear,119,189.99,22608.81
2025-04-01,North,Puma RS-X,Footwear,44,109.99,4839.56
2025-04-01,North,Reebok Classic,Footwear,128,89.99,11518.72
2025-04-01,North,New Balance 990,Footwear,56,174.99,9799.44
2025-04-01,North,Levis 501,Apparel,22,69.99,1539.78
2025-04-01,North,Zara Blazer,Apparel,76,129.99,9879.24
2025-04-01,North,HM Joggers,Apparel,107,39.99,4278.93
2025-04-01,North,Uniqlo Hoodie,Apparel,93,59.99,5579.07
2025-04-01,North,Gap Chinos,Apparel,64,79.99,5119.36
2025-04-01,South,Nike Air Max,Footwear,126,149.99,18898.74
2025-04-01,South,Adidas Ultraboost,Footwear,93,189.99,17669.07
2025-04-01,South,Puma RS-X,Footwear,96,109.99,10559.04
2025-04-01,South,Reebok Classic,Footwear,107,89.99,9628.93
2025-04-01,South,New Balance 990,Footwear,81,174.99,14174.19
2025-04-01,South,Levis 501,Apparel,117,69.99,8188.83
2025-04-01,South,Zara Blazer,Apparel,74,129.99,9619.26
2025-04-01,South,HM Joggers,Apparel,30,39.99,1199.7
2025-04-01,South,Uniqlo Hoodie,Apparel,130,59.99,7798.7
2025-04-01,South,Gap Chinos,Apparel,14,79.99,1119.86
2025-04-01,East,Nike Air Max,Footwear,148,149.99,22198.52
2025-04-01,East,Adidas Ultraboost,Footwear,23,189.99,4369.77
2025-04-01,East,Puma RS-X,Footwear,99,109.99,10889.01
2025-04-01,East,Reebok Classic,Footwear,67,89.99,6029.33
2025-04-01,East,New Balance 990,Footwear,176,174.99,30798.24
2025-04-01,East,Levis 501,Apparel,27,69.99,1889.73
2025-04-01,East,Zara Blazer,Apparel,176,129.99,22878.24
2025-04-01,East,HM Joggers,Apparel,20,39.99,799.8
2025-04-01,East,Uniqlo Hoodie,Apparel,17,59.99,1019.83
2025-04-01,East,Gap Chinos,Apparel,73,79.99,5839.27
2025-04-01,West,Nike Air Max,Footwear,61,149.99,9149.39
2025-04-01,West,Adidas Ultraboost,Footwear,15,189.99,2849.85
2025-04-01,West,Puma RS-X,Footwear,169,109.99,18588.31
2025-04-01,West,Reebok Classic,Footwear,49,89.99,4409.51
2025-04-01,West,New Balance 990,Footwear,71,174.99,12424.29
2025-04-01,West,Levis 501,Apparel,42,69.99,2939.58
2025-04-01,West,Zara Blazer,Apparel,131,129.99,17028.69
2025-04-01,West,HM Joggers,Apparel,181,39.99,7238.19
2025-04-01,West,Uniqlo Hoodie,Apparel,39,59.99,2339.61
2025-04-01,West,Gap Chinos,Apparel,154,79.99,12318.46
2025-04-01,Central,Nike Air Max,Footwear,65,149.99,9749.35
2025-04-01,Central,Adidas Ultraboost,Footwear,129,189.99,24508.71
2025-04-01,Central,Puma RS-X,Footwear,189,109.99,20788.11
2025-04-01,Central,Reebok Classic,Footwear,75,89.99,6749.25
2025-04-01,Central,New Balance 990,Footwear,104,174.99,18198.96
2025-04-01,Central,Levis 501,Apparel,52,69.99,3639.48
2025-04-01,Central,Zara Blazer,Apparel,165,129.99,21448.35
2025-04-01,Central,HM Joggers,Apparel,165,39.99,6598.35
2025-04-01,Central,Uniqlo Hoodie,Apparel,193,59.99,11578.07
2025-04-01,Central,Gap Chinos,Apparel,39,79.99,3119.61
2025-05-01,North,Nike Air Max,Footwear,51,149.99,7649.49
2025-05-01,North,Adidas Ultraboost,Footwear,89,189.99,16909.11
2025-05-01,North,Puma RS-X,Footwear,37,109.99,4069.63
2025-05-01,North,Reebok Classic,Footwear,158,89.99,14218.42
2025-05-01,North,New Balance 990,Footwear,16,174.99,2799.84
2025-05-01,North,Levis 501,Apparel,89,69.99,6229.11
2025-05-01,North,Zara Blazer,Apparel,157,129.99,20408.43
2025-05-01,North,HM Joggers,Apparel,183,39.99,7318.17
2025-05-01,North,Uniqlo Hoodie,Apparel,106,59.99,6358.94
2025-05-01,North,Gap Chinos,Apparel,111,79.99,8878.89
2025-05-01,South,Nike Air Max,Footwear,193,149.99,28948.07
2025-05-01,South,Adidas Ultraboost,Footwear,60,189.99,11399.4
2025-05-01,South,Puma RS-X,Footwear,29,109.99,3189.71
2025-05-01,South,Reebok Classic,Footwear,161,89.99,14488.39
2025-05-01,South,New Balance 990,Footwear,186,174.99,32548.14
2025-05-01,South,Levis 501,Apparel,170,69.99,11898.3
2025-05-01,South,Zara Blazer,Apparel,72,129.99,9359.28
2025-05-01,South,HM Joggers,Apparel,36,39.99,1439.64
2025-05-01,South,Uniqlo Hoodie,Apparel,188,59.99,11278.12
2025-05-01,South,Gap Chinos,Apparel,87,79.99,6959.13
2025-05-01,East,Nike Air Max,Footwear,185,149.99,27748.15
2025-05-01,East,Adidas Ultraboost,Footwear,163,189.99,30968.37
2025-05-01,East,Puma RS-X,Footwear,40,109.99,4399.6
2025-05-01,East,Reebok Classic,Footwear,154,89.99,13858.46
2025-05-01,East,New Balance 990,Footwear,20,174.99,3499.8
2025-05-01,East,Levis 501,Apparel,98,69.99,6859.02
2025-05-01,East,Zara Blazer,Apparel,146,129.99,18978.54
2025-05-01,East,HM Joggers,Apparel,119,39.99,4758.81
2025-05-01,East,Uniqlo Hoodie,Apparel,179,59.99,10738.21
2025-05-01,East,Gap Chinos,Apparel,104,79.99,8318.96
2025-05-01,West,Nike Air Max,Footwear,27,149.99,4049.73
2025-05-01,West,Adidas Ultraboost,Footwear,139,189.99,26408.61
2025-05-01,West,Puma RS-X,Footwear,175,109.99,19248.25
2025-05-01,West,Reebok Classic,Footwear,97,89.99,8729.03
